Filename,CommitSHA,Author,Date
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,88dbbd2328a28541740b00bff818b5fcba21da40,Scott Alexander-Bown,2021-05-21T14:40:38Z
rootbeerlib/src/main/cpp/toolChecker.cpp,2fae04b08146f14f688f85bbe6113ee340a3c337,Scott Alexander-Bown,2021-05-22T13:42:21Z
rootbeerlib/src/main/cpp/toolChecker.h,2fae04b08146f14f688f85bbe6113ee340a3c337,Scott Alexander-Bown,2021-05-22T13:42:21Z
rootbeerlib/src/main/jni/toolChecker.cpp,2fae04b08146f14f688f85bbe6113ee340a3c337,Scott Alexander-Bown,2021-05-22T13:42:21Z
rootbeerlib/src/main/jni/toolChecker.h,2fae04b08146f14f688f85bbe6113ee340a3c337,Scott Alexander-Bown,2021-05-22T13:42:21Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,4adecf81fb4bddd831f6c12cf7dcec80b012a6c5,Matthew Rollings,2021-05-24T07:35:11Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,c0840f172dfe0ec292f49b0a49baeba2dc26b8ed,Scott Alexander-Bown,2021-05-24T07:45:07Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,d9057ce490c3481bc9be852e343678c93860e6a8,Scott Alexander-Bown,2021-05-24T07:46:20Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,091a157959a2de58abc4b51b99fb9189ecd284e2,grubeli,2021-11-16T14:04:57Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,4423a92931a31cd0b64c3872814b47a79c0fefc3,Artsem Kurantsou,2024-08-04T19:40:34Z
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,4423a92931a31cd0b64c3872814b47a79c0fefc3,Artsem Kurantsou,2024-08-04T19:40:34Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,4423a92931a31cd0b64c3872814b47a79c0fefc3,Artsem Kurantsou,2024-08-04T19:40:34Z
app/build.gradle.kts,6428bc8b8e6e667ae722141ae4cb1e097adaeceb,Artsem Kurantsou,2024-08-04T21:18:36Z
build.gradle.kts,6428bc8b8e6e667ae722141ae4cb1e097adaeceb,Artsem Kurantsou,2024-08-04T21:18:36Z
rootbeerlib/build.gradle.kts,6428bc8b8e6e667ae722141ae4cb1e097adaeceb,Artsem Kurantsou,2024-08-04T21:18:36Z
settings.gradle.kts,6428bc8b8e6e667ae722141ae4cb1e097adaeceb,Artsem Kurantsou,2024-08-04T21:18:36Z
app/build.gradle.kts,3e41e6aefabf3ab3454fee2daf3495eef28d4bc9,Artsem Kurantsou,2024-08-05T18:31:03Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,3e41e6aefabf3ab3454fee2daf3495eef28d4bc9,Artsem Kurantsou,2024-08-05T18:31:03Z
settings.gradle.kts,3e41e6aefabf3ab3454fee2daf3495eef28d4bc9,Artsem Kurantsou,2024-08-05T18:31:03Z
rootbeerlib/build.gradle.kts,34a6b47d6e3ea308e84122ab586ca9db007040e5,Artsem Kurantsou,2024-08-05T19:38:36Z
rootbeerlib/build.gradle.kts,11ba09700227aab073b39ecb96b8b1aedbd2f39f,Artsem Kurantsou,2024-08-05T19:48:03Z
app/build.gradle.kts,e14e07404b8179f3b21622487665daa8bf4d5c64,Artsem Kurantsou,2024-08-17T14:34:47Z
build.gradle.kts,e14e07404b8179f3b21622487665daa8bf4d5c64,Artsem Kurantsou,2024-08-17T14:34:47Z
